"Jeffrey D. Ullman. ""Improving the efficiency of database-system teaching"". International Conference on Management of Data, 2003.",Improving the efficiency of database-system teaching by Jeffrey D. Ullman
Jim Kleewein. 1996. Practical Issues with Commercial Use of Federated Databases. In Very Large Data Bases.,Practical Issues with Commercial Use of Federated Databases by Jim Kleewein
Torsten Grust. 2002. Accelerating XPath location steps. In International Conference on Management of Data.,Accelerating XPath location steps by Torsten Grust
Vernon Hoffner. 2003. Fundamentals of data warehouses: 2nd revised and extended edition. In ACM SIGMOD Record .,Fundamentals of data warehouses: 2nd revised and extended edition by Vernon Hoffner
"Kenneth Moore (1995). ""The Lotus notes storage system"". International Conference on Management of Data.",The Lotus notes storage system by Kenneth Moore
"Andreas Weininger. ""Efficient execution of joins in a star schema"". International Conference on Management of Data, 2002.",Efficient execution of joins in a star schema by Andreas Weininger
"Len Seligman (2002). ""Industry perspective"". ACM SIGMOD Record .",Industry perspective by Len Seligman
"Paul Cotton. ""Implementing XQuery"". International Conference on Management of Data, 2002.",Implementing XQuery by Paul Cotton
"Michael Stonebraker (1998). ""Are we working on the right problems? (panel)"". International Conference on Management of Data.",Are we working on the right problems? (panel) by Michael Stonebraker
Gonzalo Navarro. 2002. Searching in metric spaces by spatial approximation. In The VLDB Journal -- The International Journal on Very Large Data Bases .,Searching in metric spaces by spatial approximation by Gonzalo Navarro
Keishi Tajima. 1996. Static detection of security flaws in object-oriented databases. In International Conference on Management of Data.,Static detection of security flaws in object-oriented databases by Keishi Tajima
"Asuman Dogac. ""Middle East Technical University Software Research and Development Center"". ACM SIGMOD Record , 1996.",Middle East Technical University Software Research and Development Center by Asuman Dogac
"Dan Suciu (1996). ""Query Decomposition and View Maintenance for Query Languages for Unstructured Data"". Very Large Data Bases.",Query Decomposition and View Maintenance for Query Languages for Unstructured Data by Dan Suciu
"Walt Kohler. ""EMC information sharing: direct access to MVS data from UNIX and NT"". International Conference on Management of Data, 1999.",EMC information sharing: direct access to MVS data from UNIX and NT by Walt Kohler
"Paul Brown (1999). ""Implementing the spirit of SQL-99"". International Conference on Management of Data.",Implementing the spirit of SQL-99 by Paul Brown
"Michael M. David. ""ANSI SQL hierarchical processing can fully integrate native XML"". ACM SIGMOD Record , 2003.",ANSI SQL hierarchical processing can fully integrate native XML by Michael M. David
Li Yang. 1994. A hypertext query language for images. In ACM SIGMOD Record .,A hypertext query language for images by Li Yang
"Won Kim. ""UniSQL/X unified relational and object-oriented database system"". International Conference on Management of Data, 1994.",UniSQL/X unified relational and object-oriented database system by Won Kim
Alon Y. Halevy. 2000. Theory of answering queries using views. In ACM SIGMOD Record .,Theory of answering queries using views by Alon Y. Halevy
"Daniel S. Whelan (1998). ""FileNet integrated document management database usage and issues"". International Conference on Management of Data.",FileNet integrated document management database usage and issues by Daniel S. Whelan
Theodore Johnson. 1999. Performance Measurements of Compressed Bitmap Indices. In Very Large Data Bases.,Performance Measurements of Compressed Bitmap Indices by Theodore Johnson
"Alon Y. Halevy (2000). ""Theory of answering queries using views"". ACM SIGMOD Record .",Theory of answering queries using views by Alon Y. Halevy
"Andrew E. Wade. ""Object query standards"". ACM SIGMOD Record , 1996.",Object query standards by Andrew E. Wade
"Charu C. Aggarwal. ""Re-designing distance functions and distance-based applications for high dimensional data"". ACM SIGMOD Record , 2001.",Re-designing distance functions and distance-based applications for high dimensional data by Charu C. Aggarwal
"C. Mohan. ""Tutorial: application servers and associated technologies"". International Conference on Management of Data, 2002.",Tutorial: application servers and associated technologies by C. Mohan
"Jignesh Patel (2002). ""Systems and prototypes"". ACM SIGMOD Record .",Systems and prototypes by Jignesh Patel
"Michael Dertouzos. ""What will be"". ACM SIGMOD Record , 2002.",What will be by Michael Dertouzos
"Kenneth R. Jacobs. ""Innovation in Database Management: Computer Science vs. Engineering"". Very Large Data Bases, 1997.",Innovation in Database Management: Computer Science vs. Engineering by Kenneth R. Jacobs
Ming-Chuan Wu. 1999. Query optimization for selections using bitmaps. In International Conference on Management of Data.,Query optimization for selections using bitmaps by Ming-Chuan Wu
"Val Huber. ""Challenges in automating declarative business rules to enable rapid business response"". International Conference on Management of Data, 2000.",Challenges in automating declarative business rules to enable rapid business response by Val Huber
"Richard Snodgrass. ""Journal relevance"". ACM SIGMOD Record , 2003.",Journal relevance by Richard Snodgrass
