"Conference: WSDM 2016, San Francisco USA","WSDM 2016, Conference, San Francisco USA"
"USA Salt Lake City, 2007, Conference, ICWS","ICWS 2007, Conference, Salt Lake City USA"
"Conference: USENIX 2006, Vancouver Canada","USENIX 2006, Conference, Vancouver Canada"
"Germany Berlin, 2018, Symposium, UIST","UIST 2018, Symposium, Berlin Germany"
"Symposium: S&P 1984, Oakland USA","S&P 1984, Symposium, Oakland USA"
"1984 PODS (Conference) in Waterloo, Canada","PODS 1984, Conference, Waterloo Canada"
"USA Palm Springs, 2011, Conference, FOCS","FOCS 2011, Conference, Palm Springs USA"
"USA Kauai, 2001, Conference, CVPR","CVPR 2001, Conference, Kauai USA"
"1999 VLDB (Conference) in Edinburgh, Scotland","VLDB 1999, Conference, Edinburgh Scotland"
"Symposium: NDSS 1998, San Diego USA","NDSS 1998, Symposium, San Diego USA"
"USA Triangle Park, 1995, Conference, VRAIS","VRAIS 1995, Conference, Triangle Park USA"
"1989 IJCAI (Conference) in Detroit, USA","IJCAI 1989, Conference, Detroit USA"
"2006 KR (Conference) in Lake District, UK","KR 2006, Conference, Lake District UK"
"Conference: PODS 2001, Santa Barbara USA","PODS 2001, Conference, Santa Barbara USA"
"Symposium: POPL 1989, Austin USA","POPL 1989, Symposium, Austin USA"
"USA Santa Clara, 1991, Conference, ASPLOS","ASPLOS 1991, Conference, Santa Clara USA"
"Korea Seoul, 2006, Conference, VLDB","VLDB 2006, Conference, Seoul Korea"
"1997 NIPS (Conference) in Denver, USA","NIPS 1997, Conference, Denver USA"
"USA Oakland, 1994, Symposium, S&P","S&P 1994, Symposium, Oakland USA"
"Conference: FOGA 2017, Copenhagen Denmark","FOGA 2017, Conference, Copenhagen Denmark"
"Symposium: IWAR 1999, San Francisco USA","IWAR 1999, Symposium, San Francisco USA"
"Symposium: SIGPLAN 1984 1982, Boston USA","SIGPLAN 1984 1982, Symposium, Boston USA"
"Conference: VLDB 2000, Cairo Egypt","VLDB 2000, Conference, Cairo Egypt"
"Workshop: FOGA 1998, Amsterdam Netherlands","FOGA 1998, Workshop, Amsterdam Netherlands"
"USA Reno, 2008, Conference, IEEE VR","IEEE VR 2008, Conference, Reno USA"
"USA Berkeley, 2002, Symposium, S&P","S&P 2002, Symposium, Berkeley USA"
"Japan Tokyo, 1982, Conference, ICSE","ICSE 1982, Conference, Tokyo Japan"
"USA Milwaukee, 1995, Conference, FOCS","FOCS 1995, Conference, Milwaukee USA"
"2000 CCS (Conference) in Athens, Greece","CCS 2000, Conference, Athens Greece"
"Conference: AAAI 2002, Edmonton Canada","AAAI 2002, Conference, Edmonton Canada"
"Singapore Singapore, 2011, Conference, IEEE VR","IEEE VR 2011, Conference, Singapore Singapore"
"USA Boston, 2006, Symposium, ISCA","ISCA 2006, Symposium, Boston USA"
"Conference: VRAIS 1996, Santa Clara USA","VRAIS 1996, Conference, Santa Clara USA"
"USA Honolulu, 2017, Conference, ICWS","ICWS 2017, Conference, Honolulu USA"
"USA Berkeley, 2002, Symposium, S&P","S&P 2002, Symposium, Berkeley USA"
"1991 FOCS (Conference) in San Juan, USA","FOCS 1991, Conference, San Juan USA"
"Greece Heraklion, 2011, Conference, ESWC","ESWC 2011, Conference, Heraklion Greece"
"Conference: USENIX 2017, Vancouver Canada","USENIX 2017, Conference, Vancouver Canada"
"Conference: VLDB 1994, Santiago de Chile Chile","VLDB 1994, Conference, Santiago de Chile Chile"
"Japan Aizu-Wakamatsu, 2005, Workshop, FOGA","FOGA 2005, Workshop, Aizu-Wakamatsu Japan"
"USA Monterey, 1987, Conference, ICSE","ICSE 1987, Conference, Monterey USA"
"Sweden Stockholm, 1999, Conference, IJCAI","IJCAI 1999, Conference, Stockholm Sweden"
"Conference: ICSE 1988, Singapore Singapore","ICSE 1988, Conference, Singapore Singapore"
"South Africa Cape Town, 2016, Conference, KR","KR 2016, Conference, Cape Town South Africa"
"1981 POPL (Symposium) in Williamsburg, USA","POPL 1981, Symposium, Williamsburg USA"
"1992 POPL (Symposium) in Albuquerque, USA","POPL 1992, Symposium, Albuquerque USA"
"Conference: PODS 1994, Minneapolis USA","PODS 1994, Conference, Minneapolis USA"
"USA San Jose, 1992, Conference, AAAI","AAAI 1992, Conference, San Jose USA"
"Conference: KR 2008, Sydney Australia","KR 2008, Conference, Sydney Australia"
"Conference: EuroCrypt 1982, Burg Feuerstein Germany","EuroCrypt 1982, Conference, Burg Feuerstein Germany"
"1987 S&P (Symposium) in Oakland, USA","S&P 1987, Symposium, Oakland USA"
"India Hyderabad, 2011, Conference, WWW","WWW 2011, Conference, Hyderabad India"
"Conference: ICSE 2006, Shanghai China","ICSE 2006, Conference, Shanghai China"
"Conference: NIPS 1988, Denver USA","NIPS 1988, Conference, Denver USA"
"2018 RecSys (Conference) in Vancouver, Canada","RecSys 2018, Conference, Vancouver Canada"
"2003 PLDI (Conference) in San Diego, USA","PLDI 2003, Conference, San Diego USA"
"Symposium: UIST 1990, Snowbird USA","UIST 1990, Symposium, Snowbird USA"
"USA Petersburg, 2016, Symposium, POPL","POPL 2016, Symposium, Petersburg USA"
"Symposium: S&P 1993, Oakland USA","S&P 1993, Symposium, Oakland USA"
"Conference: NIPS 2001, Vancouver Canada","NIPS 2001, Conference, Vancouver Canada"
"Symposium: S&P 1983, Oakland USA","S&P 1983, Symposium, Oakland USA"
"USA Minneapolis, 1994, Conference, PODS","PODS 1994, Conference, Minneapolis USA"
"1992 EuroCrypt (Conference) in Balatonfred, Hungary","EuroCrypt 1992, Conference, Balatonfred Hungary"
"USA Honolulu, 2017, Conference, ICWS","ICWS 2017, Conference, Honolulu USA"
"Symposium: NDSS 1996, San Diego USA","NDSS 1996, Symposium, San Diego USA"
